mes,year,hora,activity,sex,fatal,species
6,1895,unknown,diving,M,N,unknown shark
6,1895,unknown,diving,M,Y,unknown shark
5,1895,unknown,other,M,N,unknown shark
5,1895,unknown,sailing,M,Y,unknown shark
4,1895,tarde,other,M,Y,unknown shark
4,1895,mañana,other,M,N,unknown shark
3,1895,unknown,other,M,Y,unknown shark
3,1895,unknown,other,M,N,unknown shark
2,1895,unknown,other,M,Y,unknown shark
2,1895,unknown,other,M,Y,unknown shark
0,1895,unknown,other,u,N,unknown shark
12,1894,unknown,fishing,M,N,other shark
11,1894,mañana,other,M,N,other shark
10,1894,unknown,other,M,Y,unknown shark
9,1894,unknown,other,M,N,unknown shark
9,1894,unknown,other,F,N,unknown shark
9,1894,unknown,fishing,M,N,unknown shark
8,1894,unknown,other,F,U,other shark
8,1894,unknown,other,M,N,unknown shark
7,1894,unknown,fishing,M,Y,other shark
6,1894,unknown,other,M,U,unknown shark
6,1894,unknown,other,M,Y,unknown shark
6,1894,unknown,other,M,N,unknown shark
6,1894,unknown,other,M,Y,other shark
4,1894,unknown,other,F,Y,unknown shark
4,1894,unknown,other,F,Y,unknown shark
10,1893,unknown,other,M,Y,unknown shark
10,1893,unknown,sailing,u,U,unknown shark
7,1893,unknown,other,M,Y,unknown shark
6,1893,unknown,other,M,Y,unknown shark
6,1893,unknown,other,M,Y,unknown shark
5,1893,unknown,sailing,F,Y,unknown shark
5,1893,tarde,other,M,Y,unknown shark
4,1893,unknown,surfing,M,N,unknown shark
4,1893,unknown,other,M,N,unknown shark
4,1893,tarde,other,M,U,other shark
1,1893,unknown,other,M,Y,unknown shark
1,1893,unknown,other,M,Y,unknown shark
0,1893,unknown,other,u,U,unknown shark
12,1892,unknown,surfing,M,Y,unknown shark
11,1892,unknown,fishing,M,N,unknown shark
11,1892,unknown,other,F,N,unknown shark
9,1892,unknown,other,M,N,unknown shark
6,1892,unknown,fishing,u,U,unknown shark
6,1892,unknown,other,M,Y,unknown shark
5,1892,unknown,other,M,N,unknown shark
4,1892,unknown,surfing,M,Y,other shark
3,1892,unknown,sailing,M,Y,unknown shark
3,1892,unknown,fishing,M,N,other shark
0,1892,unknown,diving,M,Y,unknown shark
12,1891,unknown,other,M,N,unknown shark
12,1891,unknown,other,M,N,unknown shark
11,1891,unknown,other,M,N,unknown shark
9,1891,unknown,sailing,u,Y,unknown shark
8,1891,unknown,surfing,M,Y,unknown shark
8,1891,unknown,other,M,N,unknown shark
6,1891,unknown,surfing,M,U,other shark
3,1891,unknown,other,u,Y,unknown shark
1,1891,unknown,sailing,M,Y,unknown shark
12,1890,unknown,other,u,U,other shark
12,1890,unknown,surfing,M,N,unknown shark
10,1890,unknown,surfing,M,Y,unknown shark
8,1890,unknown,fishing,u,N,other shark
8,1890,unknown,fishing,M,N,unknown shark
8,1890,unknown,other,M,N,unknown shark
0,1890,unknown,other,M,N,unknown shark
6,1890,unknown,surfing,M,N,unknown shark
6,1890,unknown,other,M,Y,unknown shark
5,1890,unknown,other,M,U,unknown shark
3,1890,unknown,diving,M,Y,unknown shark
2,1890,unknown,surfing,M,Y,unknown shark
0,1890,unknown,other,M,N,other shark
0,1890,unknown,diving,M,U,unknown shark
0,1890,unknown,diving,M,U,unknown shark
0,1890,unknown,other,M,Y,unknown shark
0,1890,tarde,other,M,Y,unknown shark
11,1889,unknown,other,u,U,other shark
11,1889,unknown,other,M,Y,unknown shark
11,1889,unknown,other,M,U,other shark
10,1889,unknown,other,M,Y,unknown shark
7,1889,unknown,other,M,Y,unknown shark
7,1889,mañana,fishing,M,N,other shark
7,1889,unknown,other,M,Y,unknown shark
1,1889,unknown,fishing,u,N,unknown shark
1,1889,unknown,other,M,Y,unknown shark
12,1888,unknown,other,M,N,unknown shark
12,1888,tarde,other,M,Y,unknown shark
12,1888,unknown,other,M,Y,unknown shark
10,1888,unknown,other,u,Y,other shark
8,1888,unknown,other,M,Y,unknown shark
8,1888,unknown,sailing,u,N,unknown shark
7,1888,unknown,sailing,M,U,other shark
7,1888,unknown,other,M,Y,unknown shark
7,1888,unknown,other,u,U,other shark
6,1888,noche,fishing,u,N,unknown shark
6,1888,unknown,other,M,U,other shark
2,1888,mañana,other,M,N,other shark
1,1888,unknown,sailing,M,N,unknown shark
2,1888,unknown,other,M,Y,unknown shark
0,1888,unknown,diving,M,N,unknown shark
12,1887,unknown,surfing,M,Y,unknown shark
12,1887,mañana,other,M,Y,other shark
10,1887,unknown,sailing,M,Y,unknown shark
0,1887,unknown,other,M,Y,unknown shark
9,1887,unknown,other,M,N,unknown shark
9,1887,unknown,other,u,U,other shark
7,1887,unknown,other,M,Y,unknown shark
3,1887,unknown,sailing,u,N,other shark
2,1887,unknown,other,M,Y,unknown shark
2,1887,unknown,other,u,N,other shark
1,1887,madrugada,other,M,Y,unknown shark
1,1887,tarde,other,M,Y,unknown shark
0,1887,unknown,sailing,M,N,unknown shark
8,1886,unknown,other,M,N,other shark
8,1886,unknown,other,u,N,unknown shark
8,1886,unknown,other,M,N,other shark
6,1886,unknown,surfing,M,Y,unknown shark
6,1886,unknown,fishing,F,U,other shark
5,1886,tarde,other,M,Y,unknown shark
4,1886,unknown,other,M,N,unknown shark
4,1886,unknown,other,M,U,other shark
3,1886,unknown,other,M,U,other shark
3,1886,unknown,sailing,M,U,other shark
2,1886,unknown,fishing,M,N,unknown shark
1,1886,mañana,diving,M,N,unknown shark
1,1886,unknown,diving,M,N,unknown shark
1,1886,unknown,other,M,Y,unknown shark
0,1886,tarde,sailing,M,N,unknown shark
11,1885,unknown,other,u,N,other shark
11,1885,noche,other,M,N,unknown shark
8,1885,unknown,surfing,M,Y,unknown shark
7,1885,unknown,other,M,N,unknown shark
7,1885,unknown,other,M,N,unknown shark
7,1885,unknown,other,M,Y,unknown shark
4,1885,unknown,other,M,Y,unknown shark
4,1885,unknown,other,M,N,unknown shark
3,1885,unknown,fishing,M,N,other shark
12,1884,unknown,other,M,Y,other shark
12,1884,madrugada,other,F,Y,other shark
8,1884,unknown,sailing,M,N,unknown shark
8,1884,unknown,other,M,U,other shark
4,1884,unknown,surfing,M,Y,unknown shark
1,1884,unknown,other,M,Y,unknown shark
1,1884,unknown,surfing,F,Y,other shark
12,1883,tarde,other,M,Y,unknown shark
12,1883,unknown,surfing,M,Y,unknown shark
10,1883,unknown,surfing,M,Y,unknown shark
10,1883,unknown,surfing,M,Y,unknown shark
9,1883,unknown,other,M,Y,unknown shark
7,1883,unknown,fishing,M,N,other shark
2,1883,unknown,diving,M,N,unknown shark
2,1883,unknown,diving,M,Y,unknown shark
1,1883,madrugada,other,M,Y,unknown shark
0,1883,unknown,fishing,M,Y,other shark
0,1883,unknown,surfing,M,Y,unknown shark
0,1883,unknown,other,M,U,other shark
0,1883,unknown,other,M,Y,other shark
12,1882,unknown,other,M,N,other shark
11,1882,mañana,other,M,N,unknown shark
11,1882,mañana,other,M,N,unknown shark
9,1882,unknown,other,M,N,unknown shark
5,1882,tarde,surfing,M,N,unknown shark
5,1882,unknown,diving,M,Y,unknown shark
4,1882,unknown,fishing,M,Y,unknown shark
2,1882,unknown,diving,M,Y,unknown shark
1,1882,unknown,other,M,Y,unknown shark
1,1882,unknown,surfing,M,Y,unknown shark
0,1882,unknown,surfing,M,N,unknown shark
0,1882,unknown,other,M,N,unknown shark
11,1881,noche,other,M,U,other shark
10,1881,unknown,other,M,U,other shark
9,1881,unknown,other,M,Y,unknown shark
8,1881,unknown,other,M,Y,unknown shark
8,1881,unknown,other,M,N,unknown shark
7,1881,unknown,other,M,N,unknown shark
6,1881,unknown,surfing,M,Y,unknown shark
0,1881,unknown,other,u,Y,unknown shark
0,1881,unknown,fishing,M,N,white shark
11,1880,tarde,other,M,Y,bull shark
10,1880,unknown,sailing,M,Y,unknown shark
8,1880,mañana,other,M,Y,unknown shark
7,1880,tarde,sailing,M,N,other shark
5,1880,mañana,other,M,N,unknown shark
5,1880,unknown,other,F,N,unknown shark
5,1880,unknown,other,M,U,other shark
5,1880,tarde,other,M,Y,unknown shark
5,1880,mañana,other,M,Y,unknown shark
1,1880,tarde,fishing,u,N,other shark
1,1880,unknown,other,F,N,unknown shark
0,1880,unknown,diving,M,U,other shark
0,1880,unknown,other,M,U,unknown shark
0,1880,unknown,other,M,N,unknown shark
0,1880,unknown,other,M,N,unknown shark
12,1879,unknown,other,M,Y,other shark
11,1879,unknown,other,M,N,unknown shark
