mes,year,hora,activity,sex,fatal,species
6,2007,unknown,surfing,M,N,unknown shark
5,2007,tarde,other,F,N,unknown shark
5,2007,mañana,other,F,N,reef shark
5,2007,tarde,fishing,M,N,other shark
5,2007,tarde,other,F,N,other shark
5,2007,tarde,surfing,M,N,other shark
5,2007,tarde,surfing,F,N,other shark
5,2007,unknown,diving,M,N,white shark
5,2007,tarde,other,M,U,unknown shark
5,2007,mañana,diving,F,N,tiger shark
5,2007,mañana,other,M,N,other shark
5,2007,unknown,other,u,Y,unknown shark
5,2007,unknown,other,F,N,other shark
4,2007,tarde,other,F,N,other shark
4,2007,tarde,surfing,M,N,spinner shark
4,2007,tarde,surfing,M,N,other shark
4,2007,unknown,fishing,u,N,bull shark
4,2007,tarde,surfing,M,N,tiger shark
4,2007,tarde,other,M,N,unknown shark
3,2007,tarde,surfing,M,N,other shark
3,2007,tarde,other,M,N,unknown shark
3,2007,mañana,other,u,Y,unknown shark
3,2007,noche,surfing,M,N,other shark
3,2007,mañana,surfing,F,N,other shark
3,2007,unknown,fishing,M,N,other shark
3,2007,tarde,other,F,N,other shark
3,2007,tarde,surfing,M,N,unknown shark
3,2007,unknown,fishing,M,N,tiger shark
2,2007,unknown,other,M,U,unknown shark
2,2007,mañana,surfing,M,N,unknown shark
2,2007,unknown,fishing,M,N,unknown shark
1,2007,tarde,diving,M,N,tiger shark
1,2007,madrugada,other,u,N,other shark
1,2007,mañana,diving,M,N,white shark
1,2007,unknown,other,M,U,unknown shark
1,2007,tarde,surfing,M,Y,tiger shark
1,2007,mañana,surfing,M,N,other shark
1,2007,tarde,surfing,M,U,other shark
1,2007,mañana,surfing,M,N,tiger shark
12,2006,noche,surfing,M,N,other shark
12,2006,mañana,surfing,M,N,other shark
12,2006,mañana,surfing,M,N,white shark
12,2006,noche,fishing,M,N,other shark
12,2006,mañana,surfing,M,N,white shark
11,2006,tarde,other,u,Y,unknown shark
11,2006,tarde,other,M,N,other shark
11,2006,tarde,sailing,M,N,bull shark
10,2006,unknown,surfing,M,N,white shark
10,2006,unknown,fishing,M,N,unknown shark
10,2006,mañana,surfing,M,N,unknown shark
10,2006,unknown,surfing,M,N,other shark
10,2006,tarde,other,M,N,other shark
10,2006,unknown,diving,F,N,unknown shark
10,2006,unknown,other,u,Y,unknown shark
9,2006,unknown,fishing,M,U,unknown shark
9,2006,unknown,surfing,M,N,unknown shark
9,2006,unknown,diving,M,N,other shark
9,2006,mañana,surfing,M,N,unknown shark
9,2006,tarde,other,M,N,spinner shark
9,2006,unknown,surfing,M,N,other shark
9,2006,mañana,diving,M,U,other shark
9,2006,tarde,other,M,Y,unknown shark
9,2006,tarde,fishing,M,N,other shark
9,2006,tarde,other,M,N,unknown shark
9,2006,unknown,surfing,M,N,white shark
8,2006,unknown,surfing,M,N,unknown shark
8,2006,tarde,surfing,M,N,other shark
8,2006,tarde,surfing,M,N,unknown shark
8,2006,unknown,other,M,U,unknown shark
8,2006,unknown,fishing,M,U,unknown shark
8,2006,unknown,other,M,Y,unknown shark
8,2006,mañana,surfing,M,Y,unknown shark
8,2006,unknown,surfing,M,N,other shark
8,2006,mañana,other,M,N,white shark
8,2006,tarde,other,F,N,unknown shark
8,2006,unknown,fishing,M,N,bull shark
7,2006,unknown,other,u,N,other shark
7,2006,tarde,surfing,M,N,white shark
7,2006,tarde,surfing,M,N,other shark
7,2006,unknown,surfing,M,N,unknown shark
7,2006,tarde,surfing,M,N,white shark
7,2006,tarde,surfing,M,N,other shark
7,2006,unknown,surfing,M,N,bull shark
7,2006,unknown,other,u,U,unknown shark
7,2006,mañana,fishing,M,N,other shark
7,2006,unknown,other,F,U,unknown shark
7,2006,tarde,other,F,N,unknown shark
7,2006,unknown,other,M,Y,tiger shark
7,2006,tarde,other,M,N,unknown shark
7,2006,tarde,fishing,M,N,unknown shark
7,2006,mañana,surfing,F,N,spinner shark
7,2006,tarde,other,M,N,unknown shark
0,2006,unknown,fishing,F,N,reef shark
0,2006,unknown,fishing,M,N,reef shark
6,2006,mañana,surfing,F,N,unknown shark
6,2006,tarde,fishing,M,N,unknown shark
6,2006,tarde,fishing,M,N,unknown shark
6,2006,tarde,surfing,F,N,spinner shark
6,2006,mañana,surfing,M,Y,unknown shark
6,2006,mañana,diving,M,N,unknown shark
6,2006,tarde,surfing,M,N,other shark
6,2006,tarde,other,F,N,other shark
6,2006,mañana,surfing,M,N,white shark
5,2006,tarde,fishing,M,N,tiger shark
5,2006,tarde,other,u,N,tiger shark
5,2006,tarde,surfing,M,N,unknown shark
5,2006,tarde,fishing,M,N,reef shark
5,2006,mañana,surfing,M,N,unknown shark
5,2006,tarde,diving,F,N,tiger shark
5,2006,tarde,other,M,N,unknown shark
5,2006,tarde,other,F,N,unknown shark
5,2006,tarde,diving,M,N,other shark
4,2006,unknown,other,M,U,unknown shark
4,2006,unknown,surfing,M,N,unknown shark
4,2006,tarde,fishing,F,N,unknown shark
4,2006,tarde,fishing,M,N,bull shark
4,2006,tarde,surfing,M,N,other shark
4,2006,tarde,surfing,M,N,other shark
4,2006,tarde,other,M,N,tiger shark
4,2006,tarde,other,M,N,unknown shark
3,2006,unknown,fishing,M,Y,other shark
3,2006,mañana,surfing,F,N,tiger shark
3,2006,unknown,other,M,U,unknown shark
3,2006,tarde,surfing,M,N,tiger shark
3,2006,tarde,surfing,M,N,other shark
2,2006,tarde,fishing,F,N,other shark
2,2006,tarde,diving,M,U,unknown shark
2,2006,mañana,other,M,N,unknown shark
2,2006,unknown,other,M,N,unknown shark
2,2006,tarde,fishing,M,N,white shark
2,2006,tarde,surfing,M,N,other shark
2,2006,tarde,other,F,Y,tiger shark
2,2006,tarde,sailing,M,N,other shark
1,2006,unknown,sailing,M,N,other shark
1,2006,tarde,fishing,M,N,unknown shark
1,2006,unknown,sailing,F,N,unknown shark
1,2006,noche,surfing,M,N,unknown shark
1,2006,mañana,diving,M,N,white shark
1,2006,mañana,diving,M,U,unknown shark
1,2006,tarde,other,F,Y,bull shark
1,2006,tarde,surfing,M,N,other shark
1,2006,unknown,diving,M,N,other shark
12,2005,tarde,surfing,M,N,white shark
12,2005,mañana,other,M,N,tiger shark
12,2005,tarde,sailing,u,N,other shark
12,2005,mañana,fishing,M,N,white shark
12,2005,tarde,fishing,u,N,white shark
11,2005,unknown,surfing,M,N,unknown shark
11,2005,tarde,surfing,M,N,other shark
11,2005,unknown,fishing,u,N,white shark
11,2005,tarde,surfing,M,N,other shark
11,2005,mañana,surfing,M,N,unknown shark
11,2005,noche,fishing,u,N,unknown shark
11,2005,tarde,surfing,M,N,other shark
11,2005,tarde,surfing,M,N,unknown shark
11,2005,unknown,other,u,N,white shark
11,2005,tarde,fishing,M,N,other shark
11,2005,tarde,surfing,M,N,other shark
11,2005,tarde,surfing,M,N,unknown shark
11,2005,mañana,surfing,M,N,white shark
10,2005,unknown,other,M,N,other shark
10,2005,mañana,fishing,M,N,other shark
10,2005,mañana,surfing,M,N,other shark
10,2005,mañana,surfing,M,N,white shark
10,2005,mañana,surfing,F,N,white shark
10,2005,tarde,other,M,N,unknown shark
10,2005,tarde,surfing,M,N,tiger shark
10,2005,tarde,diving,F,N,reef shark
10,2005,tarde,surfing,M,N,unknown shark
10,2005,unknown,diving,M,N,unknown shark
10,2005,tarde,surfing,M,N,white shark
9,2005,unknown,surfing,M,N,tiger shark
9,2005,tarde,surfing,M,N,white shark
9,2005,mañana,surfing,M,N,other shark
9,2005,mañana,surfing,M,U,unknown shark
9,2005,tarde,surfing,F,N,other shark
9,2005,tarde,surfing,M,Y,unknown shark
9,2005,unknown,fishing,M,N,unknown shark
9,2005,tarde,other,F,N,bull shark
9,2005,tarde,surfing,M,N,white shark
9,2005,mañana,surfing,M,N,unknown shark
9,2005,unknown,other,M,Y,other shark
8,2005,tarde,diving,M,Y,white shark
8,2005,mañana,surfing,M,N,white shark
8,2005,tarde,surfing,M,U,unknown shark
8,2005,mañana,other,M,N,other shark
8,2005,noche,fishing,M,N,unknown shark
8,2005,unknown,other,u,U,unknown shark
8,2005,mañana,surfing,M,N,other shark
8,2005,mañana,other,M,N,unknown shark
8,2005,unknown,fishing,M,U,unknown shark
7,2005,tarde,other,F,N,unknown shark
7,2005,mañana,surfing,M,N,unknown shark
7,2005,mañana,surfing,M,U,unknown shark
7,2005,unknown,other,M,U,unknown shark
7,2005,unknown,diving,M,N,other shark
7,2005,unknown,other,u,U,other shark
7,2005,tarde,other,M,N,other shark
7,2005,tarde,sailing,F,N,other shark
7,2005,mañana,fishing,M,N,unknown shark
6,2005,mañana,fishing,M,N,bull shark
6,2005,mañana,surfing,F,Y,bull shark
6,2005,tarde,other,F,Y,other shark
6,2005,mañana,surfing,M,N,unknown shark
6,2005,mañana,other,M,U,unknown shark
6,2005,tarde,other,M,N,other shark
6,2005,unknown,diving,F,N,white shark
6,2005,mañana,surfing,F,N,unknown shark
6,2005,mañana,surfing,M,U,white shark
6,2005,tarde,diving,M,Y,white shark
6,2005,mañana,other,M,N,unknown shark
5,2005,tarde,other,M,N,other shark
5,2005,tarde,other,F,N,other shark
5,2005,mañana,surfing,M,N,other shark
5,2005,unknown,fishing,M,N,other shark
5,2005,mañana,sailing,u,N,tiger shark
5,2005,unknown,fishing,M,N,other shark
5,2005,unknown,other,M,N,unknown shark
5,2005,mañana,surfing,M,N,tiger shark
4,2005,noche,fishing,M,N,other shark
4,2005,unknown,other,u,N,unknown shark
4,2005,unknown,fishing,M,N,other shark
4,2005,mañana,surfing,M,N,other shark
4,2005,unknown,other,F,N,other shark
4,2005,unknown,surfing,M,U,unknown shark
4,2005,noche,surfing,M,N,unknown shark
4,2005,unknown,other,F,N,hammerhead shark
4,2005,unknown,diving,F,U,unknown shark
3,2005,mañana,surfing,M,N,other shark
3,2005,unknown,surfing,M,N,unknown shark
3,2005,tarde,surfing,M,N,unknown shark
3,2005,tarde,diving,M,Y,white shark
3,2005,tarde,diving,M,N,tiger shark
3,2005,unknown,other,M,U,unknown shark
3,2005,tarde,fishing,M,N,other shark
3,2005,unknown,diving,M,N,unknown shark
2,2005,unknown,other,M,N,bull shark
2,2005,unknown,fishing,M,N,other shark
2,2005,tarde,surfing,M,N,tiger shark
2,2005,unknown,fishing,M,N,reef shark
2,2005,unknown,surfing,M,N,unknown shark
1,2005,unknown,other,M,N,other shark
1,2005,unknown,fishing,M,N,other shark
1,2005,tarde,sailing,u,N,other shark
1,2005,tarde,fishing,M,N,white shark
12,2004,unknown,other,F,U,other shark
12,2004,tarde,surfing,M,Y,white shark
12,2004,tarde,fishing,M,Y,bull shark
11,2004,tarde,surfing,M,N,other shark
11,2004,unknown,other,M,N,other shark
11,2004,mañana,other,F,Y,white shark
11,2004,tarde,surfing,u,N,white shark
11,2004,mañana,diving,M,N,unknown shark
11,2004,unknown,diving,u,N,other shark
10,2004,tarde,diving,M,N,bull shark
10,2004,unknown,other,u,U,unknown shark
10,2004,mañana,other,M,N,white shark
10,2004,tarde,surfing,M,N,other shark
10,2004,mañana,surfing,M,N,white shark
10,2004,tarde,fishing,M,N,tiger shark
10,2004,mañana,surfing,M,N,other shark
10,2004,tarde,surfing,M,N,tiger shark
10,2004,tarde,surfing,M,N,unknown shark
10,2004,tarde,surfing,M,N,unknown shark
9,2004,tarde,fishing,u,N,tiger shark
9,2004,mañana,surfing,M,N,white shark
9,2004,madrugada,surfing,M,U,other shark
9,2004,unknown,other,u,Y,unknown shark
9,2004,tarde,other,F,N,other shark
8,2004,tarde,fishing,F,N,unknown shark
8,2004,tarde,other,M,N,tiger shark
8,2004,tarde,surfing,M,N,white shark
8,2004,tarde,diving,M,Y,white shark
8,2004,noche,other,M,N,other shark
8,2004,tarde,fishing,M,N,unknown shark
8,2004,unknown,fishing,u,N,white shark
7,2004,tarde,surfing,F,N,unknown shark
7,2004,unknown,diving,M,N,white shark
7,2004,tarde,surfing,F,N,unknown shark
7,2004,tarde,other,F,N,other shark
7,2004,tarde,other,F,N,other shark
7,2004,noche,other,M,N,bull shark
7,2004,unknown,fishing,u,N,white shark
7,2004,unknown,surfing,M,N,other shark
7,2004,tarde,surfing,M,Y,other shark
7,2004,unknown,diving,F,N,other shark
7,2004,tarde,other,M,N,other shark
6,2004,mañana,surfing,M,N,white shark
6,2004,unknown,fishing,M,U,unknown shark
6,2004,unknown,diving,F,N,unknown shark
6,2004,tarde,surfing,M,N,other shark
6,2004,tarde,other,M,N,other shark
6,2004,tarde,other,M,Y,white shark
5,2004,noche,other,M,N,other shark
5,2004,tarde,other,M,N,bull shark
5,2004,mañana,surfing,M,N,other shark
5,2004,tarde,surfing,M,N,unknown shark
5,2004,unknown,other,M,U,unknown shark
5,2004,tarde,other,F,N,unknown shark
5,2004,tarde,other,F,N,unknown shark
5,2004,tarde,diving,M,N,reef shark
5,2004,tarde,surfing,M,N,other shark
5,2004,tarde,other,M,Y,unknown shark
4,2004,mañana,diving,M,N,other shark
4,2004,unknown,fishing,u,N,white shark
4,2004,unknown,fishing,M,Y,other shark
4,2004,unknown,fishing,M,Y,other shark
4,2004,mañana,surfing,M,Y,tiger shark
4,2004,tarde,surfing,M,N,white shark
4,2004,unknown,surfing,F,U,unknown shark
3,2004,unknown,other,M,N,unknown shark
3,2004,mañana,surfing,M,N,bull shark
3,2004,mañana,surfing,M,N,bull shark
3,2004,tarde,surfing,M,N,bull shark
3,2004,tarde,surfing,M,N,other shark
3,2004,mañana,other,M,N,unknown shark
3,2004,mañana,diving,F,N,other shark
3,2004,tarde,fishing,M,N,other shark
3,2004,mañana,surfing,M,N,tiger shark
3,2004,unknown,fishing,M,N,other shark
2,2004,tarde,other,M,Y,unknown shark
2,2004,noche,surfing,M,N,other shark
2,2004,unknown,other,M,N,unknown shark
2,2004,mañana,diving,M,U,unknown shark
2,2004,unknown,diving,M,Y,unknown shark
2,2004,unknown,diving,M,N,other shark
1,2004,mañana,diving,M,N,white shark
1,2004,unknown,surfing,M,N,tiger shark
1,2004,unknown,surfing,M,U,other shark
1,2004,tarde,other,M,N,bull shark
1,2004,mañana,fishing,M,N,bull shark
1,2004,unknown,surfing,M,N,other shark
1,2004,unknown,diving,M,N,other shark
1,2004,unknown,surfing,M,N,other shark
1,2004,tarde,fishing,M,U,unknown shark
1,2004,madrugada,other,u,Y,unknown shark
0,2004,mañana,surfing,M,N,unknown shark
12,2003,unknown,other,u,N,other shark
12,2003,unknown,other,M,U,other shark
12,2003,tarde,other,M,N,unknown shark
12,2003,unknown,other,M,Y,unknown shark
12,2003,mañana,surfing,M,N,unknown shark
11,2003,mañana,other,M,N,other shark
11,2003,mañana,other,M,N,other shark
11,2003,mañana,fishing,M,Y,tiger shark
11,2003,tarde,surfing,F,N,other shark
11,2003,unknown,surfing,M,N,tiger shark
11,2003,unknown,surfing,M,N,unknown shark
11,2003,unknown,diving,M,N,white shark
11,2003,unknown,surfing,u,N,white shark
11,2003,unknown,fishing,M,N,unknown shark
11,2003,unknown,fishing,M,N,other shark
10,2003,tarde,surfing,M,N,other shark
10,2003,tarde,surfing,M,N,other shark
10,2003,mañana,surfing,F,N,tiger shark
10,2003,tarde,surfing,M,N,unknown shark
10,2003,tarde,diving,M,U,unknown shark
10,2003,unknown,surfing,M,N,other shark
10,2003,unknown,other,M,Y,unknown shark
10,2003,tarde,surfing,F,N,unknown shark
10,2003,tarde,surfing,M,N,unknown shark
10,2003,tarde,surfing,M,N,unknown shark
10,2003,tarde,surfing,M,N,unknown shark
10,2003,tarde,other,F,N,other shark
9,2003,unknown,other,M,Y,unknown shark
9,2003,mañana,surfing,M,N,unknown shark
9,2003,mañana,surfing,M,N,unknown shark
9,2003,tarde,surfing,M,N,unknown shark
9,2003,tarde,surfing,M,N,unknown shark
9,2003,tarde,surfing,M,N,other shark
9,2003,mañana,fishing,u,N,other shark
9,2003,tarde,other,F,U,other shark
9,2003,tarde,surfing,M,N,other shark
9,2003,tarde,fishing,M,N,other shark
9,2003,tarde,surfing,M,Y,white shark
9,2003,unknown,fishing,M,N,unknown shark
8,2003,tarde,fishing,M,N,bull shark
8,2003,mañana,other,F,Y,white shark
8,2003,madrugada,other,M,U,unknown shark
8,2003,mañana,surfing,M,N,white shark
7,2003,unknown,surfing,M,N,unknown shark
7,2003,tarde,surfing,M,N,unknown shark
7,2003,tarde,other,F,N,unknown shark
7,2003,tarde,fishing,M,N,other shark
7,2003,mañana,surfing,M,N,other shark
7,2003,unknown,surfing,M,N,other shark
7,2003,tarde,fishing,M,N,bull shark
7,2003,unknown,fishing,M,N,hammerhead shark
7,2003,unknown,fishing,M,N,unknown shark
7,2003,unknown,diving,M,N,reef shark
6,2003,tarde,surfing,M,N,other shark
6,2003,mañana,surfing,M,N,other shark
6,2003,unknown,other,M,Y,unknown shark
6,2003,tarde,fishing,F,N,other shark
6,2003,mañana,other,M,N,other shark
6,2003,tarde,other,M,N,other shark
6,2003,tarde,surfing,M,N,other shark
6,2003,mañana,surfing,u,N,unknown shark
6,2003,unknown,other,F,U,unknown shark
5,2003,mañana,surfing,M,N,unknown shark
5,2003,tarde,other,M,N,other shark
5,2003,mañana,other,M,N,reef shark
5,2003,mañana,surfing,M,N,other shark
5,2003,tarde,fishing,F,N,unknown shark
5,2003,unknown,other,u,N,white shark
4,2003,unknown,other,M,N,unknown shark
4,2003,tarde,other,M,N,unknown shark
4,2003,tarde,surfing,M,N,bull shark
4,2003,unknown,other,M,N,unknown shark
4,2003,tarde,surfing,M,N,other shark
4,2003,tarde,surfing,M,N,other shark
4,2003,tarde,surfing,M,N,other shark
4,2003,mañana,surfing,M,N,other shark
4,2003,tarde,surfing,M,N,other shark
4,2003,tarde,other,M,N,other shark
4,2003,mañana,surfing,M,N,other shark
4,2003,tarde,other,M,N,other shark
4,2003,unknown,surfing,M,N,other shark
4,2003,unknown,surfing,M,N,unknown shark
4,2003,mañana,surfing,M,N,other shark
3,2003,unknown,other,F,N,other shark
2,2003,mañana,diving,M,N,white shark
2,2003,unknown,other,M,N,other shark
2,2003,tarde,other,M,N,other shark
2,2003,unknown,other,M,N,other shark
2,2003,mañana,other,M,Y,bull shark
1,2003,unknown,other,M,U,unknown shark
1,2003,unknown,surfing,M,N,bull shark
1,2003,tarde,surfing,F,N,other shark
12,2002,unknown,diving,F,N,hammerhead shark
12,2002,tarde,diving,M,N,white shark
12,2002,unknown,diving,M,N,other shark
12,2002,unknown,other,M,U,unknown shark
12,2002,madrugada,other,M,Y,bull shark
12,2002,unknown,surfing,M,Y,unknown shark
11,2002,tarde,diving,M,N,other shark
11,2002,mañana,surfing,M,N,white shark
11,2002,mañana,other,F,N,other shark
11,2002,mañana,diving,F,N,reef shark
11,2002,tarde,surfing,M,N,other shark
11,2002,tarde,surfing,M,N,other shark
11,2002,unknown,fishing,M,N,unknown shark
10,2002,mañana,other,F,N,other shark
10,2002,tarde,other,M,Y,tiger shark
10,2002,unknown,surfing,M,N,unknown shark
10,2002,tarde,surfing,M,N,spinner shark
10,2002,tarde,surfing,M,N,other shark
10,2002,tarde,surfing,M,N,other shark
9,2002,tarde,surfing,M,N,other shark
9,2002,mañana,surfing,M,N,unknown shark
9,2002,tarde,surfing,M,N,other shark
9,2002,tarde,fishing,M,N,other shark
9,2002,tarde,other,M,N,tiger shark
9,2002,unknown,surfing,M,N,other shark
9,2002,mañana,surfing,M,N,other shark
9,2002,tarde,other,M,N,tiger shark
9,2002,mañana,surfing,u,N,unknown shark
9,2002,tarde,surfing,M,N,white shark
9,2002,tarde,surfing,M,N,other shark
9,2002,tarde,other,M,N,hammerhead shark
8,2002,tarde,surfing,M,N,tiger shark
8,2002,tarde,other,F,N,unknown shark
8,2002,tarde,surfing,M,N,other shark
8,2002,tarde,surfing,M,N,other shark
8,2002,tarde,fishing,M,N,unknown shark
8,2002,unknown,diving,M,N,tiger shark
8,2002,mañana,fishing,M,N,other shark
7,2002,noche,surfing,M,N,other shark
7,2002,tarde,other,F,N,bull shark
7,2002,tarde,surfing,M,N,unknown shark
7,2002,unknown,fishing,M,Y,other shark
7,2002,tarde,surfing,M,N,tiger shark
7,2002,tarde,fishing,F,N,bull shark
6,2002,mañana,surfing,M,N,unknown shark
6,2002,tarde,other,F,N,unknown shark
6,2002,unknown,other,u,U,unknown shark
6,2002,unknown,other,u,N,unknown shark
6,2002,unknown,other,u,Y,unknown shark
6,2002,tarde,surfing,u,N,tiger shark
6,2002,tarde,surfing,M,N,other shark
6,2002,mañana,surfing,M,N,other shark
6,2002,tarde,other,M,N,unknown shark
6,2002,unknown,diving,M,N,other shark
5,2002,tarde,surfing,M,N,white shark
5,2002,tarde,other,M,N,other shark
5,2002,tarde,fishing,M,N,other shark
5,2002,mañana,surfing,M,N,unknown shark
5,2002,unknown,surfing,M,N,bull shark
5,2002,unknown,other,M,N,unknown shark
5,2002,unknown,fishing,M,N,other shark
5,2002,tarde,surfing,M,N,unknown shark
5,2002,unknown,fishing,M,N,unknown shark
4,2002,tarde,surfing,M,Y,white shark
4,2002,unknown,fishing,M,U,unknown shark
4,2002,mañana,surfing,M,N,other shark
4,2002,mañana,surfing,M,N,unknown shark
4,2002,tarde,other,M,N,unknown shark
4,2002,mañana,fishing,M,N,bull shark
4,2002,tarde,other,M,N,other shark
4,2002,mañana,other,M,N,other shark
3,2002,tarde,surfing,M,N,tiger shark
3,2002,mañana,other,F,N,other shark
3,2002,tarde,other,M,Y,unknown shark
3,2002,tarde,surfing,M,N,other shark
3,2002,mañana,diving,M,N,other shark
3,2002,mañana,surfing,M,N,spinner shark
3,2002,unknown,fishing,M,U,other shark
2,2002,unknown,fishing,M,Y,unknown shark
2,2002,mañana,surfing,M,N,other shark
2,2002,noche,other,M,Y,unknown shark
2,2002,noche,sailing,M,N,other shark
1,2002,noche,surfing,M,N,tiger shark
1,2002,unknown,other,M,N,unknown shark
1,2002,madrugada,fishing,M,N,other shark
1,2002,unknown,other,u,Y,unknown shark
1,2002,unknown,surfing,M,N,other shark
1,2002,tarde,diving,M,N,tiger shark
12,2001,mañana,surfing,M,N,unknown shark
11,2001,unknown,surfing,M,N,other shark
11,2001,tarde,surfing,u,N,unknown shark
11,2001,unknown,surfing,M,U,unknown shark
10,2001,unknown,surfing,M,N,other shark
10,2001,tarde,diving,F,N,other shark
9,2001,mañana,surfing,M,N,tiger shark
9,2001,unknown,other,M,N,white shark
9,2001,tarde,surfing,M,N,other shark
9,2001,tarde,surfing,M,N,unknown shark
9,2001,tarde,diving,M,Y,other shark
9,2001,tarde,surfing,M,N,other shark
9,2001,tarde,surfing,M,N,unknown shark
9,2001,unknown,diving,M,N,tiger shark
9,2001,unknown,fishing,M,N,unknown shark
9,2001,tarde,fishing,M,N,unknown shark
9,2001,unknown,other,F,N,unknown shark
9,2001,tarde,other,M,Y,white shark
9,2001,tarde,other,F,N,white shark
9,2001,tarde,other,M,N,other shark
9,2001,tarde,other,M,Y,bull shark
8,2001,tarde,fishing,M,N,bull shark
8,2001,tarde,fishing,F,N,unknown shark
8,2001,tarde,other,M,N,unknown shark
8,2001,tarde,surfing,M,N,unknown shark
8,2001,tarde,surfing,M,N,unknown shark
8,2001,tarde,surfing,M,N,other shark
8,2001,tarde,surfing,M,N,unknown shark
8,2001,tarde,surfing,M,N,unknown shark
8,2001,tarde,surfing,F,N,unknown shark
8,2001,mañana,surfing,F,N,unknown shark
8,2001,tarde,surfing,M,N,spinner shark
8,2001,tarde,surfing,M,N,spinner shark
8,2001,mañana,surfing,M,N,other shark
8,2001,tarde,fishing,M,N,bull shark
8,2001,unknown,sailing,M,N,other shark
8,2001,unknown,other,F,N,unknown shark
8,2001,mañana,other,M,N,unknown shark
8,2001,unknown,fishing,u,N,unknown shark
7,2001,unknown,other,F,N,unknown shark
7,2001,tarde,other,M,N,unknown shark
7,2001,unknown,other,F,N,other shark
7,2001,unknown,fishing,u,N,other shark
7,2001,tarde,surfing,M,N,unknown shark
7,2001,tarde,surfing,M,N,other shark
7,2001,noche,surfing,M,N,unknown shark
7,2001,unknown,other,M,N,bull shark
7,2001,unknown,other,u,N,unknown shark
7,2001,tarde,other,M,N,unknown shark
6,2001,unknown,other,M,N,other shark
6,2001,mañana,fishing,M,N,white shark
6,2001,unknown,other,M,U,unknown shark
6,2001,tarde,other,F,N,other shark
5,2001,unknown,other,M,N,unknown shark
5,2001,unknown,other,M,N,other shark
5,2001,noche,other,M,N,unknown shark
5,2001,unknown,fishing,M,N,unknown shark
5,2001,unknown,other,M,U,unknown shark
5,2001,unknown,surfing,M,N,white shark
5,2001,tarde,surfing,M,N,unknown shark
5,2001,noche,surfing,M,N,other shark
5,2001,unknown,fishing,M,Y,unknown shark
4,2001,tarde,surfing,M,N,unknown shark
4,2001,mañana,surfing,M,N,unknown shark
4,2001,mañana,surfing,M,N,spinner shark
4,2001,tarde,other,M,N,unknown shark
4,2001,tarde,surfing,M,N,unknown shark
4,2001,tarde,surfing,M,N,spinner shark
4,2001,tarde,surfing,M,N,spinner shark
4,2001,mañana,surfing,M,N,spinner shark
4,2001,unknown,surfing,M,N,spinner shark
4,2001,tarde,surfing,M,N,unknown shark
4,2001,mañana,surfing,M,N,white shark
4,2001,unknown,surfing,u,N,spinner shark
4,2001,mañana,surfing,M,N,white shark
4,2001,unknown,diving,M,N,other shark
4,2001,tarde,surfing,M,N,other shark
0,2001,unknown,other,F,N,unknown shark
4,2001,mañana,surfing,M,N,other shark
3,2001,tarde,surfing,M,N,unknown shark
3,2001,unknown,surfing,M,N,spinner shark
3,2001,unknown,other,M,U,unknown shark
3,2001,unknown,other,M,Y,unknown shark
3,2001,unknown,surfing,u,Y,tiger shark
2,2001,unknown,fishing,u,N,white shark
2,2001,unknown,other,F,U,unknown shark
2,2001,tarde,surfing,M,N,other shark
1,2001,unknown,sailing,M,N,other shark
1,2001,unknown,other,F,N,other shark
1,2001,unknown,fishing,u,N,white shark
1,2001,unknown,surfing,M,N,other shark
1,2001,unknown,sailing,M,N,white shark
12,2000,unknown,diving,M,N,unknown shark
12,2000,tarde,other,M,Y,other shark
12,2000,unknown,fishing,u,N,white shark
12,2000,unknown,diving,M,N,other shark
12,2000,mañana,fishing,M,N,other shark
12,2000,unknown,surfing,F,Y,unknown shark
11,2000,unknown,diving,M,N,tiger shark
11,2000,unknown,other,M,U,unknown shark
11,2000,tarde,other,M,N,other shark
11,2000,unknown,fishing,F,U,unknown shark
11,2000,mañana,other,M,N,white shark
11,2000,mañana,other,M,Y,white shark
11,2000,tarde,surfing,M,N,white shark
10,2000,noche,fishing,u,N,white shark
10,2000,tarde,surfing,M,N,unknown shark
10,2000,mañana,diving,F,N,tiger shark
10,2000,tarde,other,M,N,unknown shark
10,2000,mañana,surfing,M,N,other shark
10,2000,tarde,surfing,M,N,other shark
10,2000,tarde,surfing,M,N,unknown shark
10,2000,tarde,surfing,M,N,unknown shark
9,2000,mañana,surfing,M,N,white shark
9,2000,tarde,surfing,M,Y,white shark
9,2000,mañana,surfing,M,Y,white shark
9,2000,unknown,other,M,N,other shark
9,2000,tarde,surfing,M,Y,white shark
9,2000,unknown,other,u,N,unknown shark
9,2000,tarde,surfing,M,N,unknown shark
9,2000,tarde,surfing,F,N,unknown shark
9,2000,tarde,surfing,M,N,other shark
9,2000,tarde,other,M,N,unknown shark
9,2000,mañana,diving,M,N,white shark
9,2000,unknown,other,M,Y,other shark
9,2000,mañana,other,M,N,other shark
9,2000,tarde,surfing,M,N,tiger shark
9,2000,unknown,other,u,Y,other shark
8,2000,tarde,other,M,N,other shark
8,2000,tarde,other,M,Y,bull shark
8,2000,unknown,other,M,N,other shark
8,2000,unknown,other,M,N,unknown shark
8,2000,mañana,surfing,M,N,tiger shark
8,2000,tarde,surfing,M,N,other shark
8,2000,tarde,fishing,F,N,other shark
8,2000,unknown,other,M,U,unknown shark
